indicator,parentlocation,location,period,dim1,factvaluenumeric
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Kenya,1990,,57000
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Lesotho,1990,,680
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Eritrea,1990,,740
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Ghana,1990,,7700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Mozambique,1990,,7700
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Niger,1990,,790
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Guinea,1990,,860
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Uganda,1990,,87000
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominican Republic,1990,,900
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Somalia,1990,,960
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Albania,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Andorra,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Antigua and Barbuda,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Argentina,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Australia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Austria,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Bahamas,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Bahrain,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Barbados,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belarus,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Belgium,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Bhutan,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bosnia and Herzegovina,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Brazil,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Brunei Darussalam,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Bulgaria,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Cameroon,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Canada,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Central African Republic,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,China,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Colombia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Comoros,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Cook Islands,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Croatia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Cyprus,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Czechia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Democratic People's Republic of Korea,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Denmark,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Dominica,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Equatorial Guinea,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Estonia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Finland,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,France,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Germany,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Greece,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Grenada,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Hungary,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Iceland,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,India,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Iraq,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Ireland,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Israel,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Italy,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Japan,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Jordan,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Kazakhstan,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Kiribati,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Kuwait,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Latvia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Lebanon,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Lithuania,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Luxembourg,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,South-East Asia,Maldives,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Malta,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Marshall Islands,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Micronesia (Federated States of),1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Monaco,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Mongolia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Montenegro,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Africa,Namibia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Nauru,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Netherlands (Kingdom of the),1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,New Zealand,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Niue,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,North Macedonia,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Norway,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Eastern Mediterranean,Oman,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Western Pacific,Palau,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Americas,Peru,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Poland,1990,,
Estimated number of children needing antiretroviral therapy based on WHO methods,Europe,Portugal,1990,,
